agg_rating,bar_name1,bar_name2,bar_name3,bar_name4,bar_name5,bar_pct1,bar_pct2,bar_pct3,bar_pct4,bar_pct5,ceo_approval_pct,ceo_approval_ratings,comp_ben_rating,company_count_QnA,company_count_jobs,company_count_photos,company_count_reviews,company_count_salaries,company_empl,company_facebook,company_hq,company_indeed_url,company_industry,company_name,company_overall_rating,company_rev,company_twitter,company_website,con_text,culture_rating,helpful_downvote_count,helpful_upvote_count,jobsec_advancement_rating,main_text,management_rating,pro_text,rating_name1,rating_name2,rating_name3,rating_name4,rating_name5,rating_scr1,rating_scr2,rating_scr3,rating_scr4,rating_scr5,review_date,review_title,reviewer_company_empl_status,reviewer_job_location,reviewer_job_title,top_list,work_life_rating 
width: 40.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 40.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,"In a phrase, the company is the ""DMV of Media Companies"".",width: 80.0%;,5,12,width: 20.0%;,Pros,width: 20.0%;,Flexible Schedule work/life balance Good people on the ground floor.,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 16, 2014",“Worst Media Company I have ever worked for period! ”, (Current Employee) –  ,Culver City,Premier SMB Partner,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 100.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,6,12,width: 100.0%;,I worked at Facebook as Security.. Each day was different and I learned something new. The environment was wonderful to be in & everyone was pleasent.,width: 100.0%;,Free breakfast and lunches,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"July 24, 2017",Learning experience, (Former Employee) –  ,"New York, NY",Security Officer,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 80.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,,2,width: 80.0%;,"Thoroughly enjoyed working at Facebook. Amazing environment, extremely open culture and great people. Everybody was intelligent and amazing to work with. Would definitely reccomend.",width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"October 13, 2017",Great company, (Former Employee) –  ,"Menlo Park, CA",SOFTWARE ENGINEERING INTERN,Best Fortune 500 Companies,width: 60.0%;
width: 100.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 80.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,,1,width: 80.0%;,Amazing Company with amazing people. I would definitely recommend this place as a great place to work. The benefits and perks were some of the best in the bay area tech space.,width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"October 12, 2017",Amazing Company, (Current Employee) –  ,"Menlo Park, CA",Senior Talent Acquisition Lead,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 80.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,,2,width: 100.0%;,"Great opportunity to learn and apply your new skills. Company culture is amazing, there is free food, co-workers are great, contractor life is meh, lots of opportunities.",width: 80.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"October 10, 2017",Great place to work, (Current Employee) –  ,"Austin, TX",Risk Analyst- Ads,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 100.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,,1,width: 100.0%;,Excellent workplace with a relaxed culture but prodcutive and demanding. Must embrace constant change and be able to adapt quickly while delivering excellent results.,width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"October 9, 2017",Productive and fun workplace, (Current Employee) –  ,"Austin, TX",Marketing Expert,Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 100.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,,1,width: 60.0%;,"Facebook's work culture is something every company should strive to become. Though the job position itself can be stressful, working amongst people who support and want to see everyone succeed, motivated and encouraged me to shoot for the best.",width: 80.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"October 6, 2017",Ideal work culture, (Former Employee) –  ,"Menlo Park, CA",Recruiting Coordinator,Best Fortune 500 Companies,width: 40.0%;
width: 60.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 80.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,Very long work hours,width: 60.0%;,,2,width: 60.0%;,Typical day is 10-12 hours. Fast paced environment. Open communication with management. Excellent benefits mostly compensate for the intense work environment and long hours.,width: 60.0%;,Free food,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"October 4, 2017",Productive and fast-paced culture, (Former Employee) –  ,"Menlo Park, CA",SQE,Best Fortune 500 Companies,width: 40.0%;
width: 100.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 20.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,,4,width: 100.0%;,I love to work at home because I feel more relax and comfortable I can create marketing strategies for company's and upgrade sales in each company. I love Facebook,width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"October 3, 2017",Marketing, (Former Employee) –  ,"Aguada, PR",SOCIAL MEDIA ASSISTANT (INTERNSHIP),Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 80.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,depending on your level pay may be based upon recruits,width: 100.0%;,1,8,width: 100.0%;,- a typical work day will be recruiting others to join in on the job raising your paycheck ,width: 100.0%;,able to work anywhere at anytime,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"September 23, 2017","very productive , Job is also very flexable", (Current Employee) –  ,Remote,Remote - Tech Support,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Relaxed,Balanced,Competitive,Stressful,53%,39%,32%,31%,29%,94%,104 ratings,width: 100.0%;,17,4.8K,1.5K,200,4.8K,,,"Menlo Park California, United States",https://www.indeed.com/cmp/Facebook,Internet and Software,Facebook,4.3,"10,000+",,,,width: 100.0%;,1,6,width: 100.0%;,"A really fast-paced place with ""move fast"" culture, wonderful environment, co-workers are expert at their own area and really nice. A lot of perks and events, in general a great place for engineers.",width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.1,4.0,3.8,3.7,"September 20, 2017","Fast paced, awesome co-workers", (Former Employee) –  ,"Menlo Park, CA",Software Engineer Intern,Best Fortune 500 Companies,width: 60.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,No OT,width: 40.0%;,2,3,width: 80.0%;,I started as a dishwasher got promoted to and porter and then a Reciever there's a lot of room for growth. As a Reciever I check all food that comes into the building for my floor by temping and making sure it's 40 or below. Check to make sure the quality looks good.,width: 60.0%;,Free lunch,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 20, 2017",This is a Great place To Work, (Current Employee) –  ,"Manhattan, NY",Reciever/Stocker,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,,,width: 100.0%;,productive and fun work place. very social work place with lots of friendly vibes. meeting lots of people. learning and educating others. being apart of google history.,width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 17, 2017",productive and fun, (Current Employee) –  ,"West Hollywood, CA",Google Guide,Best Fortune 500 Companies,width: 100.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 40.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,Standing for hours on end,width: 60.0%;,,1,width: 80.0%;,Its a easy job. You just go from place to place and make sure that Google's products are advertised right and that the employees know everything about the products they sale.,width: 60.0%;,Easy minimal work,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 14, 2017",Fun but stressful, (Former Employee) –  ,"New York, NY",Product Specialist,Best Fortune 500 Companies,width: 40.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 80.0%;,,1,width: 80.0%;,"I did not work for Google but did installs for Google Fiber, which ITC managed. I am required to have 150 minimum characters for this review. This is lame",width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 11, 2017",ITC not Google, (Former Employee) –  ,"Kansas City, MO",Fiber/Broadband/CATV Technician,Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,,3,width: 100.0%;,"Professional & friendly environment, free food/gym/perks/snacks etc. ",width: 80.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 11, 2017",Good, (Current Employee) –  ,"Mountain View, CA",Test Engineer,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,put lot of miles on your car due you coverage area,width: 100.0%;,,1,width: 100.0%;,"work in google merchandising through a third party had lot of fun meeting people who loved their goggle products, area mangers and google direct office was a great help when needed any help on projects",width: 100.0%;,"free merch, schedule your own days to work",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 11, 2017",fun job cool perks, (Former Employee) –  ,"Santa Rosa, CA",Google Specialist,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 0.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 0.0%;,1,3,width: 0.0%;,"Overall, Google is an amazing place to work. Your day-to-day can be vastly different depending on what team you're on and what your role is. The one thing that's consistent for all teams is that innovators and those with a motivated work ethic will excel, no matter where you are on the corporate ladder.",width: 0.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 11, 2017",Great benefits. Nurturing environment for motivated individuals., (Former Employee) –  ,"New York, NY",Visual Designer,Best Fortune 500 Companies,width: 0.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 80.0%;,,3,width: 60.0%;,Cool job and team.,width: 60.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 9, 2017",Cool, (Current Employee) –  ,"Mountain View, CA","Marketing Events Project Manager, Google Partners",Best Fortune 500 Companies,width: 80.0%;
width: 60.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,try not to be late or miss a wook day,width: 60.0%;,2,3,width: 60.0%;,"typical day at work is always busy,witch is good by me. because by me staying busy? IT SEEMS TO make the time go by much faster.AND THE more i work? The more i learn, because each day is a learning exprience . which makes the job more exciting. The hardest part is when some people slack in their work assigment. But thats when i have to work extra hard. just to make sure that the job is done correct. The fun part of the job is getting may pay check .",width: 60.0%;,always on time for work,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 6, 2017",working at a job, (Former Employee) –  ,"Manhattan, NY",Maintenance Technician,Best Fortune 500 Companies,width: 60.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,9,8,width: 100.0%;,I never worked at google never ever evr evr ever worked at google i dont kknpw why you think i worked at google but i never worked at google ever ever,width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 5, 2017",I never worked at google, (Former Employee) –  ,never worked here,I never worked at google,Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,No OT,width: 40.0%;,2,3,width: 80.0%;,I started as a dishwasher got promoted to and porter and then a Reciever there's a lot of room for growth. As a Reciever I check all food that comes into the building for my floor by temping and making sure it's 40 or below. Check to make sure the quality looks good.,width: 60.0%;,Free lunch,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 20, 2017",This is a Great place To Work, (Current Employee) –  ,"Manhattan, NY",Reciever/Stocker,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,management expectations can be unrealistic,width: 100.0%;,1,4,width: 80.0%;,The company is not as intimidating as some expect. The work is fast-paced and the metrics are clear. This company rewards hard workers who want to add to the company's ongoing goals of success.,width: 80.0%;,"casual dress, fun environment, meals at work provided",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"October 20, 2011",Casual team environment where you are pushed to excellence., (Former Employee) –  ,Austin,Business Specialist,Best Fortune 500 Companies,width: 80.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,"work/life balance, imature employees/culture",width: 40.0%;,1,6,width: 80.0%;,"I worked in the Google HR team so I can really only speak about that group. Google hires lots contractors for their HR function, and they know how to onboard them quickly and easily. With all the benefits, and amenities at their work sites I rank them as a top place to work.",width: 40.0%;,"fun environment, can drink at work, free food",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"August 30, 2011",The Google HR MAchine, (Former Employee) –  ,"Mountainview, CA",Technical Sourcer,Best Fortune 500 Companies,width: 20.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 100.0%;,,4,width: 100.0%;,"I loved my time at Google. I started as an engineer in the New York office and was there for 3 years, during which time I became a Tech Lead then a Manager responsible for multiple teams. I then worked in the Santa Monica office for a year and a half, also as a tech lead and manger. I only left Google because I wanted to move back to my home town. I really enjoyed the culture of the company, the people I worked with, and the opportunities I had to learn and grow. It was also exciting to be on the front lines of the evolution of the web. Yes, as the company got bigger there were more politics to deal with, but as of 2008, I still really loved the company and was sad to go.",width: 100.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"January 28, 2011","Fantastic people, exciting work, great culture", (Former Employee) –  ,"New York, NY and Santa Monica, CA","Software Enginer, Tech Lead/Manager",Best Fortune 500 Companies,width: 100.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,No OT,width: 40.0%;,2,3,width: 80.0%;,I started as a dishwasher got promoted to and porter and then a Reciever there's a lot of room for growth. As a Reciever I check all food that comes into the building for my floor by temping and making sure it's 40 or below. Check to make sure the quality looks good.,width: 60.0%;,Free lunch,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"June 20, 2017",This is a Great place To Work, (Current Employee) –  ,"Manhattan, NY",Reciever/Stocker,Best Fortune 500 Companies,width: 80.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 80.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,short breaks,width: 80.0%;,,,width: 60.0%;,"go to work at 6:00 am calibrate machine and then begin scanning pages of books. learned how to calibrate machines and work alone, hardest part of job was some books were really old and pages were brittle,",width: 60.0%;,free lunches and beverages,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 4, 2012",fun place to work, (Former Employee) –  ,"Mount View, WI",Scanner,Best Fortune 500 Companies,width: 80.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,long hours,width: 100.0%;,,,width: 100.0%;,"Great place, awesome place, would work here again. Oncall hours are long.",width: 100.0%;,free lunch,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 2, 2012",Great place, (Current Employee) –  ,"Cambridge, MA",TPM,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 0.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 0.0%;,1,1,width: 0.0%;,Single ambassador program which involved marketing and promoting Google products on campus several hours a month.,width: 0.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 1, 2012",On campus ambassador program., (Current Employee) –  ,"Irvine, CA",Student Ambassador,Best Fortune 500 Companies,width: 0.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,uncomfortable chairs.,width: 100.0%;,,2,width: 100.0%;,"A typical day at work was exactly that, it was typical. I had a set amount of instructions to follow and a certain quota I was to meet everyday. The only thing that changed were the books we had to scan and the quality in which we got those books but all in all, Google was a great place to work.",width: 100.0%;,"snacks, management, and understanding",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"May 1, 2012",Very diverse and fun workplace., (Former Employee) –  ,"Mountain View, CA",Scan Operator/ Data Entry Clerk,Best Fortune 500 Companies,width: 100.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,coffee was not close enough,width: 100.0%;,,,width: 100.0%;,"Typical day starts with the first meal of the day breakfast. A chat with the boss to see if there are any urgent needs, then off to work until lunch, after lunch the afternoon is spent completing the daily tasks which are followed by dinner.",width: 0.0%;,free meals,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 29, 2012",Gotta love this place, (Former Employee) –  ,"Mountain View, CA",Operations Specialist,Best Fortune 500 Companies,width: 100.0%;
width: 40.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 20.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 20.0%;,,6,width: 60.0%;,Didn't like this place. Everyone who worked here was on a two year contract. Co workers were cool,width: 20.0%;,free food,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 27, 2012",Ping pong tables, (Former Employee) –  ,"Mountain View, CA",Quality Control,Best Fortune 500 Companies,width: 40.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 60.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,short lunch break,width: 100.0%;,3,2,width: 40.0%;,"As a Data Evaluator, i analyzed data for a project for Google Maps, this involved evaluating data by website, and by phone. I learnt how to use my own initiative,the most enjoyable part of the job was meeting all different nationalities and making new friends.",width: 60.0%;,"free lunches, etc.",Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 16, 2012",Productive and Fun workplace, (Former Employee) –  ,Dublin,Local Data Evaluator,Best Fortune 500 Companies,width: 60.0%;
width: 100.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 0.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,,width: 0.0%;,,,width: 0.0%;,Managed the production floor and report daily production for management.,width: 0.0%;,,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 14, 2012",Good management experience for me, (Former Employee) –  ,"Mountain View, CA",Shift Lead,Best Fortune 500 Companies,width: 0.0%;
width: 80.0%;,Quick-paced,Balanced,Competitive,Relaxed,Stressful,51%,48%,41%,38%,19%,89%,582 ratings,width: 100.0%;,27,17.7K,1.6K,1780,17.7K,"10,000+",,"Mountain View, California, United States",https://www.indeed.com/cmp/Google,Internet and Software,Google,4.3,more than $10B (USD),,http://www.google.com,a lot of bad managers,width: 80.0%;,,3,width: 60.0%;,"Google is an amazing place to work and its not a conventional company,",width: 60.0%;,overall great place to work,Culture ,Work/Life Balance ,Compensation/Benefits ,Management ,Job Security/Advancement ,4.3,4.2,4.0,3.9,3.6,"April 9, 2012",Google, (Former Employee) –  ,"Mountain View, CA",Global Vendor Manager,Best Fortune 500 Companies,width: 60.0%;
